url_prov,total_hotels,url,kabko,kabko_id
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3167,3,/city/mancagahar-id.html,Mancagahar,734743
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3167,2,/city/songgom-id.html,Songgom,734740
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3167,2,/city/banjar-id.html,Banjar,161640
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3167,2,/city/cimanggis-id.html,Cimanggis,161662
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3167,1,/city/pangguh-id.html,Pangguh,161690
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3167,1,/city/sukaresmi-id.html,Sukaresmi,734738
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3167,1,/city/cikancana-id.html,Cikancana,734739
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3167,1,/city/sukaresik-id.html,Sukaresik,719782
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3167,1,/city/cikampek-id.html,Cikampek,161790
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3167,1,/city/cisurupan-id.html,Cisurupan,734741
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3167,1,/city/segaramakmur-id.html,Segaramakmur,734735
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3173,205,/city/balikpapan-id.html,Balikpapan,88776
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3173,101,/city/samarinda-id.html,Samarinda,21506
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3173,15,/city/berau-id.html,Berau,705380
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3173,13,/city/tanjung-redeb-id.html,Tanjung Redeb,734793
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3173,6,/city/bontang-id.html,Bontang,161771
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3173,3,/city/tana-paser-id.html,Tana Paser,710946
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3173,3,/city/gunung-bahagia-id.html,Gunung Bahagia,734785
https://www.agoda.com/api/cronos/geo/NeighborHoods?pageTypeId=8&objectId=3173,3,/city/maratua-payung-payung-id.html,Maratua Payung-payung,734788
